run_id,model,target,n_total,n_features,seeds,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,mae_ordinal_mean,mae_ordinal_std,kappa_qw_mean,kappa_qw_std
20260122_213653,baseline_majority,confianza_3,192,27,"[0, 7, 13, 21, 42]",0.358974358974359,0.0,0.1761006289308176,0.0,0.18964683115626513,0.0,0.9230769230769231,0.0,0.0,0.0
20260122_213653,random_forest,confianza_3,192,27,"[0, 7, 13, 21, 42]",0.36410256410256414,0.08010512488109389,0.362101376161056,0.08335949901700586,0.3641893650011848,0.08370089380090265,0.7846153846153847,0.10459527207369812,0.1396585256693371,0.12720634300364064
20260122_213653,svm_rbf,confianza_3,192,27,"[0, 7, 13, 21, 42]",0.37948717948717947,0.10179196533989336,0.3774227944399746,0.10508091313634493,0.37788784145818266,0.1068641034708726,0.7794871794871795,0.18532626666248875,0.17267220521608773,0.18784767787398882
