run_id,model,seed,target,n_train,n_test,accuracy,f1_macro,f1_weighted,mae_ordinal,kappa_qw,cv_f1_weighted_mean,cv_f1_weighted_std,best_params
20260122_213653,baseline_majority,0,confianza_3,153,39,0.358974358974359,0.1761006289308176,0.18964683115626513,0.9230769230769231,0.0,0.19021992431905888,0.0053301249207915345,{}
20260122_213653,baseline_majority,7,confianza_3,153,39,0.358974358974359,0.1761006289308176,0.18964683115626513,0.9230769230769231,0.0,0.19021992431905888,0.0053301249207915345,{}
20260122_213653,baseline_majority,13,confianza_3,153,39,0.358974358974359,0.1761006289308176,0.18964683115626513,0.9230769230769231,0.0,0.19021992431905888,0.0053301249207915345,{}
20260122_213653,baseline_majority,21,confianza_3,153,39,0.358974358974359,0.1761006289308176,0.18964683115626513,0.9230769230769231,0.0,0.19021992431905888,0.0053301249207915345,{}
20260122_213653,baseline_majority,42,confianza_3,153,39,0.358974358974359,0.1761006289308176,0.18964683115626513,0.9230769230769231,0.0,0.19021992431905888,0.0053301249207915345,{}
20260122_213653,random_forest,0,confianza_3,153,39,0.48717948717948717,0.49088587019621505,0.49151104323518113,0.6410256410256411,0.33382137628111275,0.3896666815600897,0.07293465939366911,"{""clf__max_depth"": 10, ""clf__min_samples_leaf"": 1, ""clf__min_samples_split"": 5, ""clf__n_estimators"": 300}"
20260122_213653,random_forest,7,confianza_3,153,39,0.3076923076923077,0.29907773386034253,0.3020168237559542,0.8461538461538461,0.013490725126475533,0.3426081489247339,0.08393440639709696,"{""clf__max_depth"": 20, ""clf__min_samples_leaf"": 1, ""clf__min_samples_split"": 2, ""clf__n_estimators"": 600}"
20260122_213653,random_forest,13,confianza_3,153,39,0.2564102564102564,0.25160919540229887,0.25173297966401414,0.9487179487179487,-0.005839416058394109,0.4051645769885521,0.09571026541593704,"{""clf__max_depth"": 10, ""clf__min_samples_leaf"": 1, ""clf__min_samples_split"": 2, ""clf__n_estimators"": 300}"
20260122_213653,random_forest,21,confianza_3,153,39,0.41025641025641024,0.40657628175159727,0.4122103547068484,0.7435897435897436,0.1389337641357027,0.4251756110706874,0.10053657120640135,"{""clf__max_depth"": null, ""clf__min_samples_leaf"": 2, ""clf__min_samples_split"": 5, ""clf__n_estimators"": 600}"
20260122_213653,random_forest,42,confianza_3,153,39,0.358974358974359,0.3623577995948262,0.3634756236439266,0.7435897435897436,0.21788617886178863,0.4131233612262014,0.06266865432982206,"{""clf__max_depth"": null, ""clf__min_samples_leaf"": 2, ""clf__min_samples_split"": 5, ""clf__n_estimators"": 600}"
20260122_213653,svm_rbf,0,confianza_3,153,39,0.5128205128205128,0.5138611925708699,0.5164658996917061,0.5897435897435898,0.3531300160513643,0.35178034455651813,0.10591107087553715,"{""clf__C"": 1, ""clf__gamma"": 0.1}"
20260122_213653,svm_rbf,7,confianza_3,153,39,0.38461538461538464,0.38807519317264444,0.3883413322924336,0.7435897435897436,0.21879815100154076,0.31008795803957095,0.08682707564916578,"{""clf__C"": 1, ""clf__gamma"": ""scale""}"
20260122_213653,svm_rbf,13,confianza_3,153,39,0.20512820512820512,0.1952380952380952,0.19487179487179487,1.1282051282051282,-0.19109947643979042,0.4291686544287236,0.02947980097694524,"{""clf__C"": 1, ""clf__gamma"": 0.01}"
20260122_213653,svm_rbf,21,confianza_3,153,39,0.4358974358974359,0.4315349328137052,0.43797407480271927,0.6666666666666666,0.2405498281786942,0.4229580278186004,0.0886299927705157,"{""clf__C"": 1, ""clf__gamma"": 0.1}"
20260122_213653,svm_rbf,42,confianza_3,153,39,0.358974358974359,0.35840455840455837,0.3517861056322595,0.7692307692307693,0.2419825072886298,0.3768894663210748,0.07948594170012079,"{""clf__C"": 1, ""clf__gamma"": ""scale""}"
