run_id,model,target,n_train,n_test,test_accuracy,test_f1_macro,test_f1_weighted,test_mae_ordinal,test_kappa_qw,cv_f1_weighted_mean,cv_f1_weighted_std,best_params,report_path,cm_path,model_path
20260118_174854,random_forest,confianza_3,106,27,0.48148148148148145,0.46340275240531,0.4700740199461428,0.6296296296296297,0.36045314109165805,0.5403616551515711,0.1269917585182985,"{'clf__max_depth': None, 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 600}",outputs\runs\run_20260118_174854\tables\report_random_forest_20260118_174854.txt,outputs\runs\run_20260118_174854\figures\cm_random_forest_20260118_174854.png,outputs\runs\run_20260118_174854\models\random_forest_20260118_174854.joblib
20260118_174854,svm_rbf,confianza_3,106,27,0.4074074074074074,0.37334324290846027,0.3762060090562506,0.7777777777777778,0.23561643835616441,0.5430314285776471,0.07888541554611746,"{'clf__C': 3, 'clf__gamma': 0.01}",outputs\runs\run_20260118_174854\tables\report_svm_rbf_20260118_174854.txt,outputs\runs\run_20260118_174854\figures\cm_svm_rbf_20260118_174854.png,outputs\runs\run_20260118_174854\models\svm_rbf_20260118_174854.joblib
