target,n_classes,accuracy,f1_weighted,f1_macro,mae_ordinal,kappa_qw
ordinal_logit_5niveles,5,0.48717948717948717,0.45597351366582134,0.2898351648351648,0.717948717948718,0.2334152334152334
ordinal_logit_3clases,3,0.41025641025641024,0.41400222965440353,0.4092753623188406,0.717948717948718,0.21086261980830667
