run_id,model,target,n_total,n_features,seeds,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,mae_ordinal_mean,mae_ordinal_std,kappa_qw_mean,kappa_qw_std
20260130_212831,baseline_majority,confianza_3,192,32,"[0, 7, 13, 21, 42]",0.358974358974359,0.0,0.1761006289308176,0.0,0.18964683115626513,0.0,0.9230769230769231,0.0,0.0,0.0
20260130_212831,baseline_stratified,confianza_3,192,32,"[0, 7, 13, 21, 42]",0.3128205128205128,0.09372136862819008,0.3121904761904762,0.09412762118684814,0.3109304029304029,0.09495781128976158,0.9179487179487179,0.12810252304406972,0.002282453637660464,0.14946804098997343
20260130_212831,random_forest,confianza_3,192,32,"[0, 7, 13, 21, 42]",0.3794871794871795,0.07844645405527362,0.374491405193762,0.07860297991220187,0.37796676398630613,0.07899544809825822,0.7846153846153847,0.13912471760256961,0.1153228685346424,0.17733211058587764
20260130_212831,svm_rbf,confianza_3,192,32,"[0, 7, 13, 21, 42]",0.3846153846153846,0.09029136852132824,0.37310564442814254,0.08560345584183371,0.37709319085855675,0.08919565671567242,0.7897435897435898,0.1196092696378523,0.06671221040735739,0.11814030656998864
