run_id,model,seed,target,n_train,n_test,accuracy,f1_macro,f1_weighted,mae_ordinal,kappa_qw,auc_ovr,time_seconds,cv_f1_weighted_mean,cv_f1_weighted_std,best_params
20260310_073122,baseline_majority,0,confianza_3,402,173,0.42196531791907516,0.1978319783197832,0.2504347008788007,0.8670520231213873,1.1102230246251565e-16,0.5,0.03,0.0,0.0,{}
20260310_073122,baseline_majority,7,confianza_3,402,173,0.42196531791907516,0.1978319783197832,0.2504347008788007,0.8670520231213873,1.1102230246251565e-16,0.5,0.02,0.0,0.0,{}
20260310_073122,baseline_majority,13,confianza_3,402,173,0.42196531791907516,0.1978319783197832,0.2504347008788007,0.8670520231213873,1.1102230246251565e-16,0.5,0.02,0.0,0.0,{}
20260310_073122,baseline_majority,21,confianza_3,402,173,0.42196531791907516,0.1978319783197832,0.2504347008788007,0.8670520231213873,1.1102230246251565e-16,0.5,0.02,0.0,0.0,{}
20260310_073122,baseline_majority,42,confianza_3,402,173,0.42196531791907516,0.1978319783197832,0.2504347008788007,0.8670520231213873,1.1102230246251565e-16,0.5,0.02,0.0,0.0,{}
20260310_073122,baseline_stratified,0,confianza_3,402,173,0.32947976878612717,0.3205926331769567,0.32931591674701255,0.9132947976878613,-0.03942598937385178,0.48731707317073175,0.02,0.0,0.0,{}
20260310_073122,baseline_stratified,7,confianza_3,402,173,0.35260115606936415,0.3385644686917672,0.35143511991873955,0.8439306358381503,0.11527983558763089,0.5054471544715446,0.02,0.0,0.0,{}
20260310_073122,baseline_stratified,13,confianza_3,402,173,0.32947976878612717,0.3212702138758477,0.33098817697449956,0.9479768786127167,-0.052311435523114236,0.49012195121951224,0.02,0.0,0.0,{}
20260310_073122,baseline_stratified,21,confianza_3,402,173,0.3236994219653179,0.3078514810179391,0.3218750798806793,0.9132947976878613,-0.020297832604315058,0.4813821138211382,0.02,0.0,0.0,{}
20260310_073122,baseline_stratified,42,confianza_3,402,173,0.3815028901734104,0.35575315773335575,0.3757937821349943,0.8497109826589595,0.08105768105768096,0.5257723577235773,0.02,0.0,0.0,{}
20260310_073122,log_reg,0,confianza_3,402,173,0.45664739884393063,0.450177304964539,0.45870038828469517,0.7052023121387283,0.21890219155844148,0.5954128483481367,2.0,0.48469522854837493,0.05223937093924269,"{""clf__C"": 0.01}"
20260310_073122,log_reg,7,confianza_3,402,173,0.44508670520231214,0.4394630192502533,0.4475112883672716,0.7167630057803468,0.21012581168831157,0.6026284129893322,1.99,0.4533672616067994,0.05851709975617652,"{""clf__C"": 0.01}"
20260310_073122,log_reg,13,confianza_3,402,173,0.4624277456647399,0.45671962181448583,0.46501083566406237,0.6994219653179191,0.27477914880515364,0.5882099722731331,5.29,0.48970771979059896,0.07293510436157416,"{""clf__C"": 10}"
20260310_073122,log_reg,21,confianza_3,402,173,0.45664739884393063,0.443910451169077,0.4587534419256609,0.6763005780346821,0.27391405103380806,0.6439348653602143,2.42,0.4243090080620256,0.019815677758836494,"{""clf__C"": 1}"
20260310_073122,log_reg,42,confianza_3,402,173,0.4161849710982659,0.40348038780292833,0.4158540336740558,0.7745664739884393,0.17677849155365222,0.5711880257530899,2.11,0.4711047368038418,0.03290668117588285,"{""clf__C"": 0.1}"
