run_id,model,seed,target,n_train,n_test,accuracy,f1_macro,f1_weighted,mae_ordinal,kappa_qw,auc_ovr,time_seconds,cv_f1_weighted_mean,cv_f1_weighted_std,best_params
20260719_234125,random_forest,42,confianza_3,402,173,0.5028901734104047,0.4784219326640103,0.49283408027529185,0.7283236994219653,0.1465587432348292,0.643104939141877,257.48,0.5585220989427191,0.03532833968006407,"{""clf__n_estimators"": 200, ""clf__min_samples_split"": 5, ""clf__min_samples_leaf"": 4, ""clf__max_samples"": null, ""clf__max_features"": ""sqrt"", ""clf__max_depth"": null, ""clf__class_weight"": ""balanced_subsample"", ""clf__bootstrap"": false}"
20260719_234125,svm_rbf,0,confianza_3,402,173,0.44508670520231214,0.4194547933864173,0.4329164761208632,0.791907514450867,0.1299345504650362,0.6487833074862539,53.49,0.5174113848781348,0.024962773157708073,"{""clf__C"": 781.7928805172353, ""clf__gamma"": 0.09903593841281125}"
20260719_234125,svm_rbf,7,confianza_3,402,173,0.5144508670520231,0.4949805272385917,0.5103239313569353,0.6647398843930635,0.2760479466628839,0.7051210113257201,51.4,0.4765137610449737,0.05301492185203556,"{""clf__C"": 1.7402165215449312, ""clf__gamma"": 0.0749034599365805}"
20260719_234125,svm_rbf,13,confianza_3,402,173,0.44508670520231214,0.4297602161431949,0.4480559411072263,0.7398843930635838,0.2083889418493804,0.6266741858170026,50.81,0.5362147385799113,0.06700188530475773,"{""clf__C"": 2.8392307197870177, ""clf__gamma"": 0.03631799556389387}"
20260719_234125,svm_rbf,21,confianza_3,402,173,0.5722543352601156,0.5417619168246706,0.5573250213882727,0.5953757225433526,0.36540520835706636,0.7315672728981625,49.82,0.4671355541814539,0.03391876176083874,"{""clf__C"": 367.976299826262, ""clf__gamma"": 0.06364735323857482}"
20260719_234125,svm_rbf,42,confianza_3,402,173,0.48554913294797686,0.4699825854624395,0.48201796280109155,0.7456647398843931,0.15712054456022562,0.6348733493115277,48.97,0.5764807007528283,0.03689990684880103,"{""clf__C"": 1.1269758643814651, ""clf__gamma"": 0.05994537656798812}"
20260719_234125,hist_gradient_boosting,0,confianza_3,402,173,0.42196531791907516,0.4097545070962792,0.41754524834205814,0.8208092485549133,0.09125139457047227,0.5861788617886179,68.11,0.5163936467516043,0.036978079630091025,"{""clf__min_samples_leaf"": 20, ""clf__max_iter"": 400, ""clf__max_depth"": 20, ""clf__learning_rate"": 0.1, ""clf__l2_regularization"": 1.0}"
20260719_234125,hist_gradient_boosting,7,confianza_3,402,173,0.5433526011560693,0.520525323393562,0.5333891871285077,0.630057803468208,0.33174098877739944,0.6861168287983457,43.07,0.4809839760794448,0.024526825467296724,"{""clf__min_samples_leaf"": 10, ""clf__max_iter"": 400, ""clf__max_depth"": 10, ""clf__learning_rate"": 0.2, ""clf__l2_regularization"": 0.0}"
20260719_234125,hist_gradient_boosting,13,confianza_3,402,173,0.4277456647398844,0.40132021974127235,0.4231860743117208,0.7572254335260116,0.19760721166424844,0.6358743362000093,94.59,0.5400606854088731,0.072032582491189,"{""clf__min_samples_leaf"": 10, ""clf__max_iter"": 400, ""clf__max_depth"": 20, ""clf__learning_rate"": 0.05, ""clf__l2_regularization"": 0.0}"
20260719_234125,hist_gradient_boosting,21,confianza_3,402,173,0.5028901734104047,0.47142487142487144,0.49093591058908975,0.653179190751445,0.3075521894398773,0.690026317026176,50.8,0.4687535382277394,0.04118413033772343,"{""clf__min_samples_leaf"": 10, ""clf__max_iter"": 400, ""clf__max_depth"": 20, ""clf__learning_rate"": 0.2, ""clf__l2_regularization"": 0.0}"
20260719_234125,hist_gradient_boosting,42,confianza_3,402,173,0.48554913294797686,0.46249373044671577,0.4760442465839994,0.7341040462427746,0.13485083635109507,0.6679016871093566,60.46,0.5380426813116075,0.05195323677705696,"{""clf__min_samples_leaf"": 10, ""clf__max_iter"": 250, ""clf__max_depth"": 20, ""clf__learning_rate"": 0.2, ""clf__l2_regularization"": 1.0}"
20260719_234125,voting_ensemble,0,confianza_3,402,173,0.44508670520231214,0.43602328901942666,0.4414472876886275,0.7803468208092486,0.1519022302009252,0.6106898820433291,2.96,0.0,0.0,{}
20260719_234125,voting_ensemble,7,confianza_3,402,173,0.5028901734104047,0.4816094217291053,0.4971798491116097,0.6763005780346821,0.2630589467171176,0.701347337750834,3.29,0.0,0.0,{}
20260719_234125,voting_ensemble,13,confianza_3,402,173,0.44508670520231214,0.4299013527083702,0.4452639159058386,0.7456647398843931,0.2131044295677731,0.6595413318295034,3.26,0.0,0.0,{}
20260719_234125,voting_ensemble,21,confianza_3,402,173,0.5375722543352601,0.5141962570269694,0.5300628157541848,0.6127167630057804,0.3403002365207317,0.7166600874101227,2.93,0.0,0.0,{}
20260719_234125,voting_ensemble,42,confianza_3,402,173,0.45664739884393063,0.4373477278195132,0.4502189217262501,0.7630057803468208,0.13153448858425443,0.6544034024155271,2.95,0.0,0.0,{}
